-1, 36335.8
1, 40586
1, 38414
1, 36489.9
1, 37535.3
1, 39266.1
1, 38526.5
1, 34771.8
1, 36764.6
1, 40367.5
1, 37010
1, 35361.8
1, 37143.5
1, 35980.7
1, 39168.8
1, 36223.5
1, 34810.7
1, 39138
1, 38200.6
1, 33632.2
1, 33663.3
1, 35356.6
1, 36941.8
1, 35654.2
1, 40823.5
1, 36571
1, 37115.3
1, 34088
1, 34769.9
1, 38496.1
1, 34339.3
1, 33668.6
1, 35341.9
1, 36931.3
1, 36131.6
1, 38462.2
1, 34957
1, 36738.2
1, 38927.4
1, 34774.3
1, 38647
1, 37397.5
1, 38294.3
1, 37797.6
1, 38204.3
1, 39196.6
1, 37385
1, 38290.1
1, 40350.2
1, 36901.7
1, 34624.1
1, 37663.7
1, 33796.3
1, 36125.5
1, 38181.2
1, 37904
1, 36358.9
1, 36379.5
1, 37275.1
1, 32882
1, 39547.4
1, 36609.3
1, 34629
1, 40818
1, 36944.4
1, 35039
1, 38246.6
1, 34538.5
1, 37340
1, 38650.5
1, 35770.9
1, 35251.3
1, 37485.1
1, 34658.5
1, 36197.3
1, 42371.7
1, 39024.2
1, 37038.8
1, 36491
1, 34154.1
1, 37860.2
1, 37045.8
1, 37694.5
1, 34776.3
1, 37540.1
1, 41180.3
1, 34150.5
1, 33333.1
1, 37460
1, 39652.4
1, 37054.1
1, 37214.5
1, 39253.3
1, 37824.6
1, 39515.5
1, 36268
1, 39026.2
1, 38619.2
1, 42357
1, 36812.1
